0.6613, 0.0000, 0.0018, 0.0050, -0.0018, 0.0018
-0.0024, 0.6602, -0.0026, -0.0083, -0.0011, 0.0079
-0.0023, 0.0016, 0.1703, 0.0032, 0.0006, -0.0003
0.0007, 0.0020, -0.0007, 1.6529, 0.0107, 0.0216
0.0020, -0.0006, -0.0017, -0.0019, 1.6544, 0.0112
0.0032, 0.0014, 0.0007, -0.0048, 0.0133, 3.2642
